student_id,gender,age,study_hours_per_day,attendance_percentage,previous_score,assignment_score,midterm_score,extracurricular_activity,internet_access,sleep_hours,parental_education,family_income_category,class_participation,final_score,academic_risk
STU2003,Male,18,1.7,57.5,56.5,44.2,50.2,Yes,Yes,5.4,Bachelor,Medium,48.7,51.4,Moderate Risk
STU2078,Male,18,2.1,53.0,71.0,37.1,43.9,No,Yes,7.7,Bachelor,Low,55.9,57.6,Moderate Risk
STU1838,Female,21,6.1,71.3,60.6,74.1,67.2,No,No,8.3,High School,Medium,65.3,78.7,Moderate Risk
STU2838,Female,22,1.4,62.7,64.4,35.6,49.9,Yes,No,5.7,Associate,Medium,57.6,47.7,Moderate Risk
STU1305,Male,20,1.4,77.0,64.0,51.7,35.4,No,Yes,6.9,Bachelor,Medium,51.2,52.2,Moderate Risk
STU2366,Female,20,5.6,70.9,91.0,80.3,67.3,No,Yes,8.0,Bachelor,High,80.8,85.7,Low Risk
STU2597,Female,19,4.0,67.2,65.7,46.4,46.1,No,Yes,6.3,Bachelor,High,65.7,52.3,Moderate Risk
STU1314,Male,21,4.5,80.6,72.1,73.0,65.8,Yes,Yes,5.2,Master,Low,72.7,65.9,Low Risk
STU1150,Female,21,4.4,69.3,80.2,72.6,56.4,No,Yes,5.1,Bachelor,High,60.3,69.9,Moderate Risk
STU2149,Male,18,8.0,77.2,78.0,80.1,73.5,Yes,Yes,6.6,Associate,Low,87.0,79.5,Low Risk
STU2214,Male,21,3.7,48.0,63.6,52.0,49.4,No,Yes,5.3,Associate,High,54.5,63.0,Moderate Risk
STU1575,Male,21,2.6,51.3,60.3,34.9,46.7,No,Yes,7.6,High School,Medium,65.5,55.6,High Risk
STU1051,Male,21,2.0,63.8,47.4,42.9,49.4,No,Yes,6.9,Master,Low,45.6,51.7,Moderate Risk
STU2592,Other,18,1.5,54.4,48.5,23.6,38.8,No,Yes,6.3,Bachelor,Medium,57.9,39.2,High Risk
STU1727,Female,19,4.5,62.7,69.0,56.0,46.9,Yes,Yes,7.0,High School,Low,73.8,64.9,Moderate Risk
STU1834,Female,22,4.4,58.1,54.3,47.8,60.1,Yes,Yes,4.9,Doctorate,Medium,50.4,54.3,Moderate Risk
STU2378,Male,21,3.5,54.1,55.2,52.2,40.7,No,Yes,7.5,Master,Medium,47.9,52.5,High Risk
STU2116,Male,22,7.7,78.9,72.9,56.5,55.1,No,Yes,6.1,Master,High,79.8,79.3,Low Risk
STU2167,Male,20,1.9,67.5,59.3,47.1,51.4,No,Yes,8.2,Doctorate,Medium,42.4,48.1,Moderate Risk
STU1471,Female,22,2.9,46.2,56.4,35.6,32.3,Yes,Yes,7.0,High School,Low,45.0,38.6,High Risk
STU1972,Male,22,3.3,70.1,89.3,56.8,53.5,Yes,Yes,4.6,Associate,Medium,56.6,73.7,Moderate Risk
STU1654,Male,19,0.9,45.0,52.8,31.4,31.6,No,Yes,6.2,Master,High,45.2,33.5,High Risk
STU1400,Male,18,6.6,69.1,83.4,63.9,70.5,No,No,7.1,Associate,Medium,63.2,73.8,Low Risk
STU1512,Female,22,1.8,62.7,67.4,45.7,34.6,No,Yes,5.6,Master,Low,45.7,45.0,High Risk
STU1321,Male,20,4.7,58.3,63.7,55.9,55.5,No,No,5.2,Bachelor,Low,60.4,60.1,Moderate Risk
STU1020,Female,21,4.1,45.0,70.1,54.3,42.8,No,Yes,7.7,Bachelor,High,53.6,61.0,High Risk
STU1685,Male,18,8.0,85.9,98.0,86.2,76.9,No,Yes,8.3,High School,Low,73.2,91.3,Low Risk
STU1036,Male,18,3.3,86.9,67.0,74.6,61.6,No,Yes,6.3,Bachelor,Medium,58.6,75.4,Moderate Risk
STU1903,Female,19,3.6,61.4,58.4,52.8,56.8,No,No,7.5,Master,Low,42.5,54.2,Moderate Risk
STU2825,Male,20,5.9,78.5,,64.1,63.5,Yes,Yes,8.1,Associate,Medium,60.4,70.8,Low Risk
STU1828,Female,18,4.9,73.2,79.9,69.3,69.2,No,Yes,7.3,Master,Medium,62.2,72.9,Low Risk
STU2845,Male,18,3.9,70.6,74.6,66.5,70.5,Yes,Yes,5.9,Associate,Medium,69.1,73.9,Low Risk
STU1408,Female,21,4.0,71.7,71.0,62.0,66.8,Yes,Yes,6.0,Doctorate,Low,63.2,64.0,Low Risk
STU1921,Male,18,1.8,54.7,51.7,26.5,35.1,No,Yes,5.8,Bachelor,High,55.1,39.1,High Risk
STU1538,Female,21,6.1,58.9,57.4,66.6,41.7,Yes,No,6.2,Doctorate,Low,56.1,69.3,Moderate Risk
STU1759,Male,22,5.2,80.9,69.8,61.4,64.0,No,Yes,6.3,High School,Medium,73.0,69.9,Moderate Risk
STU2955,Other,20,2.5,69.7,77.2,36.0,40.2,No,Yes,7.5,Bachelor,Medium,60.6,51.8,Moderate Risk
STU2063,Male,20,3.1,59.5,63.9,47.8,50.4,Yes,Yes,6.8,Doctorate,Low,52.4,48.9,Moderate Risk
STU2200,Female,18,4.8,68.0,59.9,57.1,53.7,Yes,Yes,8.4,High School,Medium,58.3,65.1,Moderate Risk
STU1246,Male,20,5.1,63.4,66.4,40.3,46.8,No,Yes,5.2,Bachelor,Medium,55.9,64.1,Moderate Risk
STU2417,Female,20,4.0,64.8,52.4,62.0,50.8,Yes,Yes,7.9,Bachelor,Low,68.2,76.5,Moderate Risk
STU2128,Female,20,2.4,57.9,62.7,43.6,37.4,Yes,Yes,4.1,Bachelor,High,47.3,41.8,Moderate Risk
STU1785,Female,19,3.2,80.1,54.0,41.6,49.3,Yes,No,8.3,Doctorate,Medium,37.6,61.1,Moderate Risk
STU2788,Male,18,4.8,60.1,78.9,64.6,66.9,No,Yes,8.1,High School,Medium,69.3,73.6,Moderate Risk
STU1490,Male,20,1.5,58.0,58.1,38.8,36.3,No,Yes,6.5,Bachelor,Medium,61.8,50.9,Moderate Risk
STU1155,Other,18,2.4,66.7,72.6,44.7,59.0,Yes,Yes,6.0,Master,Medium,99.0,56.3,Moderate Risk
STU1962,Male,21,2.5,64.4,73.8,39.6,34.4,Yes,Yes,5.5,High School,Medium,47.1,52.4,Moderate Risk
STU1854,Male,22,3.6,64.9,50.6,49.3,37.2,Yes,Yes,,High School,Low,58.5,57.2,High Risk
STU2312,Male,20,2.8,58.2,76.6,54.4,56.7,No,Yes,6.9,Associate,Medium,35.7,57.0,Moderate Risk
STU1626,Female,21,2.7,69.2,56.6,27.6,26.7,No,Yes,,High School,Low,53.6,51.4,Moderate Risk
STU1686,Male,19,2.3,70.6,57.0,47.1,52.2,Yes,Yes,8.9,High School,Medium,46.0,55.2,Moderate Risk
STU2601,Female,17,3.2,70.1,70.0,45.2,53.0,No,Yes,6.1,Associate,Medium,53.3,60.5,Moderate Risk
STU1570,Female,21,1.8,65.7,69.0,46.1,57.8,No,Yes,8.2,Bachelor,Medium,57.4,51.1,Moderate Risk
STU2959,Male,21,6.0,61.2,65.9,55.8,55.1,No,Yes,7.6,Bachelor,Low,58.5,69.5,Moderate Risk
STU1018,Male,19,4.4,70.9,80.8,74.1,63.8,No,Yes,6.4,High School,Medium,58.9,74.9,Low Risk
STU1128,Male,19,1.0,62.4,64.5,34.9,52.2,Yes,Yes,5.5,Bachelor,Low,48.6,50.4,Moderate Risk
STU2347,Female,22,4.3,78.7,61.3,62.4,59.9,Yes,Yes,5.7,High School,Medium,72.8,57.4,Moderate Risk
STU2280,Male,18,4.3,54.7,77.6,59.9,58.4,Yes,Yes,4.6,Master,High,49.9,62.6,Moderate Risk
STU1345,Female,19,2.8,67.1,74.6,61.6,54.1,Yes,Yes,7.0,Bachelor,High,56.4,68.8,Moderate Risk
STU1928,Male,18,2.9,64.8,62.8,38.8,63.1,Yes,No,7.7,Bachelor,Medium,70.6,56.7,Moderate Risk
STU1981,Female,20,5.0,87.1,80.2,72.1,74.0,No,Yes,8.3,Bachelor,Low,62.6,74.4,Low Risk
STU3017,Female,22,3.2,71.6,70.2,54.5,55.1,Yes,Yes,7.6,High School,Medium,55.3,61.7,Moderate Risk
STU1191,Female,17,5.0,62.8,71.1,59.6,62.9,Yes,Yes,5.6,Associate,Low,75.1,69.9,Moderate Risk
STU2140,Male,22,4.2,71.1,77.9,57.3,60.9,Yes,Yes,7.0,High School,Medium,61.9,67.5,Moderate Risk
STU1993,Female,20,2.4,57.3,65.8,48.8,52.5,Yes,No,8.0,Associate,Medium,38.7,56.6,Moderate Risk
STU3008,Male,17,1.7,66.3,69.4,33.5,55.8,No,Yes,6.7,Bachelor,Low,56.4,55.8,Moderate Risk
STU2907,Male,19,5.7,70.9,78.7,60.8,61.2,No,Yes,6.5,Doctorate,Medium,62.3,84.1,Moderate Risk
STU1607,Female,22,3.0,60.3,69.9,50.4,52.6,No,Yes,6.7,Bachelor,Medium,54.0,49.1,Moderate Risk
STU1181,Female,18,2.8,60.7,73.4,39.3,52.5,No,Yes,8.2,Associate,Medium,29.1,59.3,Moderate Risk
STU1302,Male,22,6.7,80.6,82.3,83.7,83.6,No,Yes,7.1,Associate,High,69.0,91.6,Low Risk
STU1497,Male,18,2.7,60.5,70.1,52.4,63.9,No,Yes,7.3,Bachelor,Medium,39.5,56.1,Moderate Risk
STU2739,Female,21,5.9,71.5,86.1,62.9,72.5,No,No,6.4,Master,Low,73.6,74.2,Low Risk
STU2753,Female,20,3.9,61.4,78.0,57.4,66.4,Yes,Yes,6.8,Bachelor,Medium,26.5,73.4,Moderate Risk
STU2704,Male,22,2.1,83.1,50.8,41.5,45.2,Yes,Yes,6.3,Master,Low,54.0,50.0,High Risk
STU2849,Male,20,1.8,60.6,53.2,41.4,45.1,No,Yes,6.1,High School,Medium,54.2,54.8,Moderate Risk
STU1518,Male,19,3.8,61.4,71.0,54.7,57.4,No,No,5.3,Bachelor,Low,59.9,58.7,Moderate Risk
STU2303,Female,19,8.0,78.6,89.0,69.7,61.0,No,No,8.4,Bachelor,Medium,87.8,82.8,Low Risk
STU2070,Female,22,1.7,53.3,58.0,48.0,47.5,Yes,Yes,6.4,Master,Low,48.6,55.4,High Risk
STU1477,Female,18,4.2,72.8,72.2,63.9,55.9,No,Yes,6.4,Associate,High,69.0,73.2,Moderate Risk
STU1158,Male,22,4.9,84.9,68.2,55.4,63.9,Yes,Yes,8.0,Bachelor,Medium,84.2,69.9,Moderate Risk
STU2244,Male,19,1.7,75.9,79.1,62.3,61.9,Yes,No,6.8,Associate,Medium,40.8,72.1,Moderate Risk
STU2196,Male,17,2.5,67.3,56.4,47.6,46.3,No,No,7.0,High School,Medium,42.8,56.0,High Risk
STU1017,Female,19,1.1,57.7,58.1,41.6,50.3,No,Yes,6.1,Bachelor,Low,34.5,44.9,High Risk
STU2536,Female,22,2.7,56.0,91.8,53.0,63.8,No,Yes,6.2,High School,Low,65.3,61.1,Moderate Risk
STU2073,Female,19,3.2,61.5,59.3,57.7,65.5,No,Yes,5.9,High School,Medium,53.7,71.4,Moderate Risk
STU1237,Female,18,4.0,64.8,60.2,56.9,62.4,No,Yes,7.0,Bachelor,Low,50.7,63.5,Moderate Risk
STU1547,Female,22,2.4,57.4,70.4,44.3,44.3,Yes,Yes,7.6,Bachelor,High,62.6,57.2,Moderate Risk
STU2540,Male,20,3.5,63.5,68.8,59.7,67.0,Yes,Yes,6.7,Bachelor,High,56.3,66.1,Moderate Risk
STU1659,Male,18,4.6,69.9,86.2,59.8,70.3,No,No,6.8,Master,Medium,67.7,76.8,Low Risk
STU2666,Male,20,2.0,63.8,62.2,49.9,48.8,No,Yes,9.3,Master,Medium,57.2,50.0,High Risk
STU2020,Female,19,3.2,83.8,77.2,60.6,76.1,No,No,7.9,Associate,Low,64.1,74.7,Low Risk
STU2705,Female,17,8.0,100.0,92.7,88.7,91.5,Yes,No,5.7,High School,High,97.6,100.0,Low Risk
STU2505,Female,22,6.7,74.8,71.9,63.6,50.0,No,Yes,5.7,Associate,Low,79.7,66.1,Low Risk
STU1960,Male,20,5.3,72.0,81.9,67.7,67.3,No,Yes,6.4,High School,Medium,78.4,76.1,Low Risk
STU2932,Male,19,3.0,71.9,60.7,46.3,40.9,Yes,No,5.8,Bachelor,Medium,62.5,55.9,High Risk
STU1284,Female,22,8.0,89.3,98.0,75.9,69.8,No,Yes,6.3,Master,Low,67.5,90.4,Low Risk
STU2633,Male,20,2.1,67.6,73.5,52.7,48.0,No,Yes,4.8,Bachelor,Medium,61.6,49.0,Moderate Risk
STU1798,Male,19,2.2,66.6,69.8,49.8,54.1,No,Yes,5.5,High School,Low,65.8,55.7,Moderate Risk
STU2667,Female,17,2.5,57.4,58.4,58.5,40.9,No,Yes,5.8,Associate,Medium,41.1,46.9,Moderate Risk
STU1226,Female,18,1.8,51.2,47.8,35.0,45.3,Yes,Yes,7.5,Bachelor,High,38.1,48.2,High Risk
STU1027,Female,21,3.4,62.6,69.0,53.9,59.1,No,No,7.4,Associate,High,58.9,64.2,Moderate Risk
STU2817,Female,22,8.0,83.6,83.0,68.3,69.1,No,No,7.5,Master,Medium,67.0,75.9,Low Risk
STU1438,Male,21,3.3,67.9,51.1,54.7,34.7,No,Yes,7.5,Bachelor,Medium,44.4,50.0,High Risk
STU3001,Female,19,2.1,74.3,74.3,49.2,48.8,No,Yes,7.9,High School,High,73.2,55.9,Moderate Risk
STU2389,Male,21,4.5,57.2,72.6,62.5,56.8,No,Yes,8.4,High School,Medium,40.9,68.0,Low Risk
STU1230,Male,22,2.6,73.7,45.3,51.8,37.6,No,No,9.2,Bachelor,High,49.5,60.5,Moderate Risk
STU1038,Female,18,4.5,64.2,66.7,52.6,68.7,Yes,Yes,7.1,High School,Medium,73.4,64.6,Low Risk
STU1750,Male,17,3.4,61.6,69.0,53.1,44.5,Yes,Yes,7.7,Bachelor,Medium,56.3,51.6,Moderate Risk
STU2046,Male,22,1.6,51.9,45.0,29.2,27.9,No,Yes,7.9,High School,Low,34.0,22.9,High Risk
STU2399,Male,17,2.8,70.6,54.3,45.6,44.0,No,Yes,7.5,High School,High,57.2,55.6,Moderate Risk
STU1470,Male,19,1.3,70.0,48.1,48.4,45.6,No,Yes,6.6,Bachelor,Low,53.3,46.5,High Risk
STU2736,Male,18,3.1,78.1,63.2,46.0,39.1,No,No,6.6,Associate,Medium,50.5,59.7,Moderate Risk
STU3020,Male,18,3.8,54.4,66.9,35.9,42.8,Yes,Yes,6.4,Associate,Medium,49.5,50.7,Moderate Risk
STU1688,Female,21,4.2,75.0,83.9,66.2,65.2,No,Yes,8.5,Bachelor,Medium,77.1,72.1,Low Risk
STU2892,Female,19,3.1,81.7,81.7,57.4,63.0,No,Yes,7.5,Doctorate,Medium,66.9,64.1,Low Risk
STU1640,Female,21,2.8,75.0,67.8,57.6,65.7,Yes,Yes,5.9,Bachelor,Medium,53.4,60.0,Moderate Risk
STU2756,Male,19,6.1,78.7,65.5,74.8,60.6,No,Yes,5.2,Master,Low,79.1,65.1,Low Risk
STU2219,Male,18,1.5,69.9,70.5,28.3,53.1,No,No,8.8,Master,Medium,46.2,45.2,Moderate Risk
STU2159,Male,19,4.9,65.5,78.2,57.6,60.2,Yes,No,7.9,Master,High,48.0,74.9,Low Risk
STU2416,Male,19,3.0,50.8,49.1,43.7,43.5,No,Yes,5.7,Bachelor,Medium,31.9,44.8,High Risk
STU2528,Female,19,4.6,74.7,74.2,68.3,56.9,Yes,Yes,8.2,High School,Low,60.5,68.8,Low Risk
STU2697,Female,19,4.2,75.2,63.0,63.1,55.7,No,Yes,7.2,Bachelor,Low,51.7,62.1,Moderate Risk
STU2301,Female,18,8.0,79.9,76.4,78.9,61.2,No,Yes,7.7,Bachelor,Medium,59.9,83.5,Low Risk
STU2871,Male,17,2.6,66.4,54.8,43.9,42.9,No,Yes,7.6,Master,High,56.5,46.4,Moderate Risk
STU1801,Male,18,5.4,72.2,81.0,56.9,70.1,No,Yes,7.4,Doctorate,High,70.2,70.9,Low Risk
STU2604,Female,17,4.8,76.6,73.1,53.6,61.0,No,Yes,5.3,,Medium,79.6,67.8,Moderate Risk
STU1161,Female,19,5.1,55.5,59.2,49.7,55.1,No,Yes,4.9,Doctorate,Medium,68.4,56.4,Moderate Risk
STU1957,Male,19,3.5,61.9,65.1,60.6,55.8,No,Yes,8.2,High School,Medium,44.5,64.3,Moderate Risk
STU2187,Male,18,3.2,67.9,71.0,45.8,56.4,Yes,Yes,6.6,Associate,Medium,55.1,61.3,Moderate Risk
STU1822,Female,18,2.7,72.1,82.9,65.2,63.3,Yes,Yes,7.0,Associate,Medium,54.6,66.7,Low Risk
STU2140,Male,22,4.2,71.1,77.9,57.3,60.9,Yes,Yes,7.0,High School,Medium,61.9,67.5,Moderate Risk
STU1878,Male,18,2.0,76.4,66.9,58.3,42.2,Yes,Yes,7.3,Bachelor,Medium,56.7,61.6,Moderate Risk
STU1914,Female,19,4.0,57.9,69.3,46.6,57.3,Yes,Yes,5.8,Bachelor,Low,57.3,54.0,Moderate Risk
STU1153,Female,22,3.8,63.5,70.0,64.9,60.9,No,No,5.6,High School,Low,43.1,67.5,Moderate Risk
STU2885,Female,21,2.4,77.9,60.6,47.7,46.7,Yes,Yes,6.6,Associate,Medium,45.1,53.1,Moderate Risk
STU2823,Male,21,4.0,65.2,77.1,46.8,59.2,Yes,Yes,6.4,Bachelor,High,55.9,61.7,Moderate Risk
STU1510,Male,19,3.0,69.3,82.0,55.4,56.5,Yes,Yes,7.1,Bachelor,Medium,53.3,63.1,Moderate Risk
STU2136,Female,18,1.4,49.5,54.5,31.3,42.7,Yes,No,6.7,High School,High,42.2,47.3,High Risk
STU2251,Male,19,3.3,63.8,61.3,49.7,44.4,Yes,Yes,7.3,Master,Medium,56.1,57.1,Moderate Risk
STU2707,Male,22,2.1,67.8,65.8,61.8,59.8,No,Yes,6.8,High School,Medium,66.5,69.5,Moderate Risk
STU1104,Male,19,2.6,71.4,70.0,57.4,58.7,No,Yes,7.0,Doctorate,Low,47.3,66.1,Moderate Risk
STU2446,Female,17,4.3,82.7,59.0,57.7,65.3,No,Yes,4.8,Bachelor,Medium,82.2,65.6,Low Risk
STU2444,Female,21,2.7,71.8,64.4,53.0,57.1,No,Yes,5.3,Bachelor,Medium,81.4,61.0,Moderate Risk
STU2784,Male,18,1.5,69.6,51.9,31.2,42.4,Yes,Yes,6.0,Associate,High,46.7,43.3,High Risk
STU1587,Female,22,1.8,52.5,43.4,30.6,43.2,Yes,No,6.4,High School,Medium,57.6,34.5,High Risk
STU2815,Female,20,2.9,55.6,45.8,48.3,39.5,Yes,Yes,7.9,,High,50.5,49.3,High Risk
STU2144,Male,22,1.7,48.8,62.3,50.2,49.8,No,Yes,6.9,Associate,Medium,42.8,53.1,Moderate Risk
STU1054,Male,22,1.4,72.1,77.0,64.8,64.0,No,Yes,6.1,High School,Medium,57.4,72.5,Moderate Risk
STU1152,Female,21,2.8,56.0,44.4,36.8,41.9,No,Yes,8.4,High School,Medium,45.2,40.9,High Risk
STU1404,Male,18,2.7,69.4,58.4,55.3,50.2,,No,6.1,Bachelor,Medium,54.9,60.9,Moderate Risk
STU2995,Male,17,4.0,54.3,43.5,40.7,37.3,No,Yes,6.4,High School,Medium,51.0,52.5,High Risk
STU1208,Male,18,2.0,57.7,73.5,64.5,49.1,No,Yes,7.5,High School,Medium,64.9,61.0,Moderate Risk
STU2945,Male,20,8.0,85.5,90.3,86.0,70.7,Yes,Yes,8.4,Master,Medium,80.4,90.3,Low Risk
STU2683,Male,18,2.5,71.6,57.2,38.8,58.3,No,Yes,5.7,Associate,Medium,50.5,50.1,High Risk
STU2123,Male,18,3.5,56.9,73.0,49.2,48.5,Yes,Yes,6.9,High School,Medium,60.5,56.2,Moderate Risk
STU2957,Male,19,1.9,68.2,65.7,44.9,49.1,No,Yes,7.2,Bachelor,Medium,66.5,57.4,Moderate Risk
STU1009,Male,18,7.5,87.6,87.0,87.6,78.0,No,Yes,7.5,Bachelor,Low,71.5,87.1,Low Risk
STU2015,Male,20,5.6,85.1,79.0,70.7,57.3,Yes,Yes,6.7,Master,Medium,66.7,71.7,Low Risk
STU2844,Male,22,7.3,50.0,74.8,56.5,63.4,Yes,Yes,6.9,Associate,Medium,57.1,77.1,Moderate Risk
STU2061,Male,20,2.5,60.6,63.8,61.2,53.6,No,Yes,7.4,Bachelor,Medium,44.5,55.5,High Risk
STU1453,Female,21,2.4,60.5,70.7,56.3,56.2,Yes,Yes,6.4,Master,Medium,52.1,66.5,Moderate Risk
STU2676,Female,21,3.7,84.9,80.3,53.3,57.8,No,Yes,7.9,Bachelor,Low,74.1,71.0,Moderate Risk
STU1254,Female,21,4.1,57.0,66.7,57.8,44.2,No,Yes,5.8,High School,High,69.8,47.7,Moderate Risk
STU2328,Male,17,2.9,46.1,61.6,43.6,45.0,Yes,Yes,7.0,Bachelor,Medium,45.0,45.1,Moderate Risk
STU1897,Female,17,2.0,75.9,59.6,43.6,56.3,No,Yes,6.6,High School,High,61.1,57.2,Moderate Risk
STU2779,Female,17,7.9,88.2,73.0,82.2,78.4,Yes,Yes,7.1,Associate,Medium,88.0,87.2,Low Risk
STU1881,Female,20,4.4,72.6,73.5,60.3,64.2,Yes,Yes,7.7,Associate,High,76.7,66.4,Moderate Risk
STU2596,Male,22,8.0,78.5,90.3,83.0,69.6,Yes,Yes,7.2,Associate,Medium,71.6,83.9,Low Risk
STU2939,Male,18,5.0,63.3,72.7,45.1,58.1,Yes,Yes,6.4,Doctorate,Medium,58.9,62.6,Moderate Risk
STU1624,Female,18,2.3,59.4,60.1,48.4,41.7,No,Yes,8.7,High School,Medium,62.9,45.0,Moderate Risk
STU1346,Male,20,2.2,63.5,72.4,49.6,48.4,No,Yes,7.3,Master,High,49.3,60.9,Moderate Risk
STU2746,Female,17,3.1,72.7,53.9,52.5,54.3,No,Yes,7.4,High School,High,66.6,57.9,Moderate Risk
STU1263,Female,18,4.9,74.6,83.6,64.3,62.5,No,Yes,5.5,High School,Medium,75.5,72.9,Low Risk
STU2635,Male,17,2.4,62.0,55.5,37.7,42.5,Yes,Yes,6.8,Associate,Low,50.2,50.6,Moderate Risk
STU2322,Female,17,3.8,83.7,68.5,61.9,63.6,No,Yes,7.2,Master,Low,56.3,69.4,Low Risk
STU2439,Female,21,3.4,64.0,72.8,58.6,65.2,Yes,Yes,5.4,Doctorate,Medium,40.0,65.5,Moderate Risk
STU1151,Male,21,3.8,59.9,61.0,58.1,50.1,No,Yes,6.0,Bachelor,Low,57.8,60.6,Moderate Risk
STU1473,Female,21,2.1,85.3,66.6,44.4,45.8,No,Yes,9.6,Associate,Medium,67.2,55.9,Moderate Risk
STU1641,Female,22,1.0,55.4,70.5,36.2,48.0,Yes,Yes,6.7,Bachelor,Medium,39.5,44.2,High Risk
STU2112,Female,19,3.7,71.7,69.0,42.0,48.1,No,Yes,7.6,Associate,Medium,56.7,55.8,Moderate Risk
STU2933,Male,21,2.4,75.8,64.3,42.0,52.4,Yes,Yes,6.8,Bachelor,Low,51.5,51.4,Moderate Risk
STU1551,Male,20,4.5,70.4,62.4,62.7,50.8,No,Yes,6.2,Associate,Medium,86.2,61.9,Low Risk
STU2826,Male,21,3.2,65.2,70.6,51.1,66.3,No,No,8.4,High School,Medium,57.9,61.6,Moderate Risk
STU1929,Male,21,3.7,60.7,54.5,48.4,48.6,Yes,Yes,6.8,Master,Medium,61.7,55.0,Moderate Risk
STU1489,Male,17,5.2,79.4,74.7,50.0,51.6,No,Yes,9.1,Associate,High,66.2,67.6,Low Risk
STU2860,Male,20,1.8,67.8,69.2,42.0,54.1,Yes,No,8.1,High School,Low,62.1,56.1,Moderate Risk
STU2172,Other,19,3.2,69.4,69.6,50.6,62.9,Yes,No,7.0,Bachelor,Medium,46.9,57.2,Moderate Risk
STU1147,Male,19,2.9,57.0,54.1,56.4,52.1,No,Yes,7.9,Associate,Medium,53.0,57.8,Moderate Risk
STU2748,Female,20,5.1,80.2,74.2,63.3,69.2,Yes,Yes,6.0,Bachelor,Medium,64.4,71.8,Low Risk
STU2981,Female,20,1.6,68.7,54.6,42.9,57.2,No,Yes,7.3,High School,Medium,34.2,50.6,Moderate Risk
STU1403,Male,20,2.9,70.6,58.3,45.9,40.9,Yes,Yes,7.4,Master,Low,58.4,59.8,Moderate Risk
STU1955,Female,18,2.7,73.0,83.1,58.1,75.1,Yes,Yes,7.3,Bachelor,Low,43.4,69.9,Moderate Risk
STU2928,Female,18,6.3,72.0,58.8,50.9,49.7,No,Yes,6.2,Bachelor,Medium,56.7,52.5,Moderate Risk
STU1660,Male,17,1.1,60.5,59.4,42.3,55.2,No,No,7.2,High School,Medium,44.8,58.6,Moderate Risk
STU2373,Male,21,2.9,66.2,87.8,57.0,67.7,Yes,Yes,4.1,Associate,High,40.2,61.2,Low Risk
STU1464,Male,21,2.9,73.8,73.7,38.8,63.1,Yes,Yes,6.4,High School,Low,52.5,62.1,Moderate Risk
STU2350,Female,21,5.3,67.2,72.2,61.7,66.3,Yes,Yes,4.6,Doctorate,Low,64.7,67.7,Low Risk
STU1187,Male,19,4.8,79.8,66.2,76.2,56.8,Yes,Yes,6.1,Doctorate,Medium,74.4,78.2,Low Risk
STU2148,Male,22,3.0,56.7,46.5,41.0,20.0,No,No,7.1,Associate,Medium,52.8,41.3,High Risk
STU2225,Female,19,4.3,72.5,63.5,52.6,61.7,Yes,Yes,7.6,High School,Medium,58.6,67.2,Low Risk
STU1609,Male,19,0.8,57.7,53.1,33.8,42.1,Yes,No,8.3,Bachelor,Medium,56.8,43.4,High Risk
STU1144,Female,19,4.2,76.6,68.8,69.5,57.7,No,Yes,7.0,Master,Medium,70.2,67.5,Moderate Risk
STU1752,Male,17,2.6,58.5,62.2,48.6,45.3,Yes,Yes,6.8,Associate,Low,71.9,52.8,Moderate Risk
STU2535,Female,22,2.5,68.1,63.0,40.6,45.5,No,Yes,6.5,Bachelor,Medium,63.4,46.3,High Risk
STU1982,Male,18,4.9,61.1,68.3,55.3,56.7,No,No,8.3,Bachelor,High,89.6,65.8,Moderate Risk
STU1198,Male,22,3.1,49.5,64.9,43.1,48.3,No,Yes,6.1,Bachelor,Medium,60.8,56.4,Moderate Risk
STU2634,Male,17,4.1,51.8,81.3,62.3,62.7,Yes,Yes,6.7,Bachelor,Medium,50.3,65.9,Moderate Risk
STU1884,Female,17,1.3,75.0,60.0,55.0,57.4,No,Yes,6.1,Bachelor,High,54.1,63.9,Moderate Risk
STU1280,Male,22,3.4,67.4,58.2,42.8,38.1,No,Yes,8.4,Associate,Low,59.2,60.7,Moderate Risk
STU1294,Female,17,2.6,72.6,77.7,65.0,62.6,No,Yes,8.1,Associate,Low,66.0,65.5,Moderate Risk
STU2872,Female,21,4.6,70.8,91.1,57.3,67.6,Yes,Yes,6.1,Bachelor,Medium,66.6,72.4,Moderate Risk
STU1401,Female,19,3.1,65.9,70.1,48.9,50.6,No,Yes,5.4,Associate,Medium,46.6,46.8,Moderate Risk
STU1123,Female,20,3.2,58.2,77.1,59.9,45.3,No,Yes,7.0,Associate,High,64.8,60.0,Moderate Risk
STU2208,Female,19,1.6,45.0,49.8,32.3,38.7,Yes,Yes,7.2,Bachelor,Low,36.5,36.7,High Risk
STU1203,Female,22,1.3,48.3,60.4,38.5,32.4,Yes,Yes,5.4,High School,Low,40.3,45.7,High Risk
STU2463,Female,20,3.9,71.0,70.6,64.0,62.6,Yes,Yes,8.8,Bachelor,Low,51.6,74.1,Moderate Risk
STU1836,Female,19,1.6,54.1,52.6,40.8,27.5,Yes,Yes,7.7,Master,Medium,19.6,38.7,High Risk
STU1247,Female,22,4.2,67.0,65.7,50.5,49.0,No,No,6.6,High School,Medium,52.0,53.2,Moderate Risk
STU2440,Male,19,5.9,67.0,64.6,53.6,58.0,Yes,Yes,6.5,Bachelor,Medium,72.2,66.0,Low Risk
